Name,faction,rarity,cardType,cardSubType,spliced,solbind,1attack,1health,1text,2attack,2health,2text,3attack,3health,3text,Beast,Beast Synergy,Dinosaur,Dinosaur Synergy,Mage,Mage Synergy,Robot,Robot Synergy,Scientist,Scientist Synergy,Spirit,Spirit Synergy,Warrior,Warrior Synergy,Zombie,Zombie Synergy,Replace Setup,Replace Profit,Minion,Minion Synergy,Spell,Spell Synergy,Healing Source,Healing Synergy,Movement,Disruption,Movement Benefit,Armor,Armor Giver,Armor Synergy,Activate,Ready,Free,Upgrade,Upgrade Synergy,Face Burn,Removal,Breakthrough,Breakthrough Giver,Aggressive,Aggressive Giver,Defender,Defender Giver,Stealth,Stealth Giver,Stat Buff,Attack Buff,Health Buff,Stat Debuff,Attack Debuff,Health Debuff,Destruction Synergy,SelfDestruction Activator,Self Damage Payoff,Self Damage Activator,Silence,White Fang,Dragon,Dragon Synergy,Elemental,Elemental Synergy,Plant,Plant Synergy,Exalts,Exalt Synergy,Slay,Reanimate,Deploy,Reanimate Activator,
Relentless Wanderers,Uterra,Rare,Creature,Spirit Warrior,FALSE,,2,5,"<b>Defender</b>

<b>Activate:</b> Play a Wisp <b>Minion</b>.",4,6,"<b>Defender</b>

<b>Activate:</b> Play a Wisp <b>Minion</b>.

At the end of each deck cycle, you may play an Oakfather <b>Minion</b>.",6,7,"<b>Defender</b>

<b>Activate:</b> Play an Oakfather <b>Minion</b>.",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Rex,Uterra,Common Rare,Creature,Dinosaur,TRUE,,2,3,"When another one of your Dinosaurs comes into play, you may have it <b>Battle</b> an enemy creature.",2,5,"When another one of your Dinosaurs comes into play give it +2A,+2H. You may have it <b>Battle</b> an enemy creature.",2,7,"When another one of your Dinosaurs comes into play give it +5A,+5H. You may have it <b>Battle</b> an enemy creature.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Roaring,Uterra,Rare,Modifier,Noncreature,TRUE,,,,"<b>Deploy:</b> Give another creature +2A,+2H.",,,"<b>Deploy:</b> Give another creature +3A,+3H.",,1,"<b>Deploy:</b> Give another creature +5A,+5H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Rooted,Uterra,Rare,Modifier,Noncreature,TRUE,,2,4,"<b>Defender</b>

When you gain H, this loses <b>Defender</b> and gets <b>Aggressive</b> this turn.",4,5,"<b>Defender</b>

When you gain H, this loses <b>Defender</b> and gets <b>Aggressive</b> this turn.",7,8,"<b>Defender</b>

When you gain H, this loses <b>Defender</b> and gets <b>Aggressive</b> this turn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sated,Uterra,Rare,Modifier,Noncreature,TRUE,,1,2,"<b>Deploy:</b> If you have more than 50H, give this +5A.",0,2,"<b>Deploy:</b> If you have more than 40H, give this +7A.",0,1,"<b>Breakthrough</b>

<b>Deploy:</b> If you have more than 30H, give this +15A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Savage Oath,Uterra,Rare,Spell,Noncreature,FALSE,,,,"Give a creature +3A,+3H.

If it's a Warrior, give it +3A,+6H instead.",,,"Give a creature +4A,+4H.

If it's a Warrior, give it +4A,+10H instead.",,,"Give a creature +6A,+6H.

If it's a Warrior, give it +6A,+16H instead.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shard Cavern,Uterra,Solbind,Spell,Exalt,FALSE,,0,0,"Your creatures in this lane have <b>Breakthrough</b>. <br> <br> <b>Activate:</b> If you have a creature with 15A or more in this lane, <b>Transform</b> this.",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Shard King,Uterra,Solbind,Creature,Dinosaur,FALSE,"surging-cavern,shard-cavern",5,3,<b>Breakthrough</b> <br> <br> <b>Deploy:</b> Play Shard Cavern.,7,4,<b>Breakthrough</b> <br> <br> <b>Deploy:</b> Give your other creatures with <b>Breakthrough</b> +5A.,10,5,<b>Breakthrough</b> <br> <br> <b>Activate:</b> Give your other creatures with <b>Breakthrough</b> +5A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Shardplate Behemoth,Uterra,Common,Creature,Beast,FALSE,,0,8,This deals damage with its H instead of its A.,0,12,This deals damage with its H instead of its A.,0,18,This deals damage with its H instead of its A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Shardplate Delver,Uterra,Common,Creature,Dinosaur,FALSE,,5,6,"<b>Breakthrough</b>

<b>Deploy:</b> If this replaced a creature, give it +3A,+3H.",5,6,"<b>Breakthrough</b>

<b>Deploy:</b> If this replaced a creature, give it +5A,+5H.",5,6,"<b>Breakthrough</b>

<b>Deploy:</b> If this replaced a creature, give it +7A,+7H.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shifting,Uterra,Common,Modifier,Noncreature,TRUE,,-2,4,,5,5,,8,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Shroudthorn Splicer,Uterra,Common,Creature,Plant,FALSE,,4,4,"<b>Deploy:</b> You may replace another one of your creatures with an Oakfather <b>Minion</b>. If you do, destroy this.",6,6,<b>Deploy:</b> You may replace another one of your creatures with an Oakfather <b>Minion</b>.,10,10,"<b>Breakthrough</b>

<b>Deploy:</b> You may replace another one of your creatures with an Oakfather <b>Minion</b>.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
Slayer,Uterra,Common Common,Creature,Warrior,TRUE,,1,3,,7,9,,8,10,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Soothing,Uterra,Common,Modifier,Noncreature,TRUE,,0,0,<b>Deploy:</b> You gain 2H.,3,3,<b>Deploy:</b> You gain 3H.,5,6,<b>Deploy:</b> You gain 5H.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Sower,Uterra,Rare,Creature,Mage,TRUE,,3,6,<b>Deploy:</b> You gain 3H. Give your Plants +3H.,5,9,<b>Deploy:</b> You gain 4H. Give your Plants +4H.,8,14,<b>Deploy:</b> You gain 5H. Give your Plants +5H.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,*,0,0,0,0,1,0,
Spiked Carapice,Uterra,Common,Spell,,FALSE,,,,"Give a creature +3A,+3H. If you played this on a Dinosaur, give all of your creatures 2D this turn.",,,"Give a creature +6A,+6H. If you played this on a Dinosaur, give all of your creatures 3D this turn.",,,"Give a creature +10A,+10H. If you played this on a Dinosaur, give all of your creatures 4D this turn.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Spirit Charm,Uterra,Rare,Spell,,FALSE,,,,"Choose one. If you have a Spirit in play, choose two instead: <br>    •  Give a creature +4H. <br>    •  <b>Exhaust</b> a creature and it gets <b>Defender</b> this turn. <br>    •  Deal 5 damage to an <b>Exhausted</b> creature.",,,"Choose one. If you have a Spirit in play, choose two instead: <br>    •  Give a creature +6H. <br>    •  <b>Exhaust</b> a creature and it gets <b>Defender</b> this turn. <br>    •  Deal 7 damage to an <b>Exhausted</b> creature.",,,"Choose one. If you have a Spirit in play, choose two instead: <br>    •  Give a creature +10H. <br>    •  <b>Exhaust</b> a creature and it gets <b>Defender</b> this turn. <br>    •  Deal 12 damage to an <b>Exhausted</b> creature.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Spring Dryad,Uterra,Common,Creature,Dryad,FALSE,,4,5,"When another one of your creatures comes into play, you gain 1H.",7,8,"When another one of your creatures comes into play, you gain 2H.",10,14,"<b>Breakthrough</b>

<b>Deploy:</b> If you have more than 30H, give this +10A.

When another one of your creatures comes into play, you gain 3H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Steggadon Alpha,Uterra,Common,Creature,Dinosaur,FALSE,,5,4,"<b>Slay:</b> Give another one of your creatures +2A,+2H.",8,6,"<b>Slay:</b> Give another one of your creatures +3A,+3H.",12,8,"<b>Slay:</b> Give another one of your creatures +5A,+5H.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
Stouthide Stegadon,Uterra,Common,Creature,Dinosaur,FALSE,,5,5,"<b>Breakthrough</b>

<b>Deploy:</b> If this is unopposed, you gain 3H.",8,8,"<b>Breakthrough</b>

<b>Deploy:</b> If this is unopposed, you gain 4H.",12,12,"<b>Breakthrough</b>

<b>Deploy:</b> If this is unopposed, you gain 5H.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Summoning Council,Uterra,Common,Spell,Noncreature,FALSE,,,,Play up to two Wisp <b>Minions</b>.,,,Play an Oakfather and Wisp <b>Minion</b>.,,,Play up to two Oakfather <b>Minions</b>.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Surging Cavern,Uterra,Solbind,Spell,Exalt,FALSE,,,,,0,0,"Your creatures in this lane have <b>Breakthrough</b>. <br> <br> When one of your creatures in this lane deals damage to the enemy player, it deals an additional 3 damage.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
Swampmoss Lurker,Uterra,Rare,Creature,Dinosaur,FALSE,,4,6,"If you have more than 50H, this is <b>Free</b>.",6,8,"If you have more than 40H, this is <b>Free</b>.",0,14,<b>Deploy:</b> Give this +A equal to your H.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Healing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Talisan,Uterra,Rare,Creature,Mage,FALSE,,5,4,"<b>Activate:</b> The enemy player may play a card for <b>Free</b>. Then, you may play a card for <b>Free</b>.",8,7,"<b>Activate:</b> The enemy player may play a card for <b>Free</b>. Then, you may play a card for <b>Free</b>.",13,10,<b>Activate:</b> Play a card for <b>Free</b>.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Toorgmai Guardian,Uterra,Common,Creature,Plant Warrior,FALSE,,5,6,"When another one of your creatures enters the back row, give this +1A,+1H.",7,8,"When another one of your creatures enters the back row, give this +2A,+2H.",10,11,"When another one of your creatures enters the back row, give this +3A,+3H.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Toxic Spores,Uterra,Common,Spell,Noncreature,FALSE,,,,"You may give a creature +3H.

You may give a creature -3H.",,,"You may give a creature +6H.

You may give a creature -6H.",,,"You may give a creature +10H.

You may give a creature -10H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Transcendent Biologist,Uterra,Rare,Creature,Scientist,FALSE,,2,2,"<b>Deploy:</b> You may play a Wisp <b>Minion</b>. Give your <b>Minions</b> +2A,+2H.",3,3,"<b>Deploy:</b> You may play a Wisp <b>Minion</b>. Give your <b>Minions</b> +3A,+3H.",5,5,"<b>Deploy:</b> You may play a Wisp <b>Minion</b>. Give your <b>Minions</b> +5A,+5H.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Twinstrength,Uterra,Common,Spell,,FALSE,,,,"Give up to two different creatures +2A,+2H.",,,"Give up to two different creatures +4A,+4H.",,,"Give up to two different creatures +8A,+8H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Uterra Charger,Uterra,Rare,Creature,Warrior,FALSE,,5,5,<b>Deploy:</b> You may have this <b>Battle</b> a creature.,7,7,"<b>Deploy:</b> You may have this <b>Battle</b> a creature. If this survives, you may have it <b>Battle</b> a creature.",11,11,"<b>Deploy:</b> You may have this <b>Battle</b> a creature. If this survives, you may repeat this ability.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
Uterradon Mauler,Uterra,Rare,Creature,Dinosaur,FALSE,,4,6,"When this damages a player, you may give another creature +2A,+2H.

<b>Deploy:</b> If this replaced a creature, give it +4A. This turn, it gets <b>Aggressive</b> and <b>Breakthrough</b>.",6,10,"When this damages a player, you may give another creature +4A,+4H.

<b>Deploy:</b> If this replaced a creature, give it +4A. This turn, it gets <b>Aggressive</b> and <b>Breakthrough</b>.",8,14,"When this damages a player, you may give another creature +8A,+8H.

<b>Deploy:</b> If this replaced a creature, give it +4A. This turn, it gets <b>Aggressive</b> and <b>Breakthrough</b>.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Uterradon Nest,Uterra,Common,Spell,Exalt,FALSE,,,,"<b>Deploy:</b> Give a creature +3A,+3H. <br> <br> When you play a Dinosaur in this lane, give it +3A,+3H. Then, destroy this.",,,"<b>Deploy:</b> Give a creature +4A,+4H. <br> <br> When you play a Dinosaur in this lane, give it and creatures adjacent to it +3A,+3H. Then, destroy this.",,,"<b>Deploy:</b> Give a creature +6A,+6H. <br> <br> When you play a Dinosaur in this lane, give all of your creatures +3A,+3H. Then, destroy this.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,
Venom Chalice,Uterra,Common,Spell,Exalt,FALSE,,,,"<b>Deploy:</b> Give a creature -3H. <br> <br> When you play a creature in this lane, give it +3H. Then, destroy this.",,,"<b>Deploy:</b> Give a creature -6H. <br> <br> When you play a creature in this lane, give it +6H. Then, destroy this.",,,"<b>Deploy:</b> Give a creature -9H. <br> <br> When you play a creature in this lane, give it +9H. Then, destroy this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,
Vine Lash,Uterra,Common,Spell,Noncreature,FALSE,,,,One of your creatures <b>Battles</b> an enemy creature.,,,One of your creatures <b>Strikes</b> an enemy creature.,,,One of your creatures <b>Strikes</b> up to two enemy creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wartusk,Uterra,Common Common,Creature,Warrior,TRUE,,3,6,,5,6,,7,8,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Wolfstar Djinn,Uterra,Rare,Creature,Spirit,FALSE,,4,4,"When you use your Forgeborn's ability, give this +4A,+4H.",5,5,"When you use your Forgeborn's ability, give this +5A,+5H.",6,6,"When you use your Forgeborn's ability, double this creature's A and H.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Ardent,,,Modifier,Noncreature,TRUE,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Biding,,,Modifier,Noncreature,TRUE,,,,"At the end of the deck cycle, give this +2A,+2H.",,,"At the end of the deck cycle, give this +4A,+4H.",,,"At the end of the deck cycle, give this +6A,+6H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Blitzing,,,Modifier,Noncreature,TRUE,,,,"<b>Mobility</b> 1, <b>Breakthrough</b>",,,"<b>Mobility</b> 1, <b>Breakthrough</b>",,,"<b>Mobility</b> 1, <b>Breakthrough</b>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Bloodletting,,,Modifier,Noncreature,TRUE,,,,<b>Activate:</b> This deals 2 damage to you and gets +2A.,,,<b>Activate:</b> This deals 2 damage to you and gets +3A.,,,<b>Activate:</b> This deals 2 damage to you and gets +4A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Brashful,,,Modifier,Noncreature,TRUE,,,,"<b>Aggressive</b>, <b>Breakthrough</b>",,,"<b>Aggressive</b>, <b>Breakthrough</b>",,,"<b>Aggressive</b>, <b>Breakthrough</b>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Doom,,,Modifier,Noncreature,TRUE,,,,<b>Deploy:</b> You may destroy another one of your creatures to deal 5 damage to a creature or player.,,,<b>Deploy:</b> You may destroy another one of your creatures to deal 7 damage to a creature or player.,,,<b>Deploy:</b> You may destroy another one of your creatures to deal damage equal to its A to a creature or player.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Emboldening,,,Modifier,Noncreature,TRUE,,,,<b>Deploy:</b> Adjacent creatures get +2A.,,,<b>Deploy:</b> Adjacent creatures get +3A.,,,<b>Deploy:</b> Adjacent creatures get +5A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Furious,,,Modifier,Noncreature,TRUE,,,,<b>Activate:</b> Deal 2 damage to this to give it +2A.,,,<b>Activate:</b> Deal 2 damage to this to give it +4A.,,,<b>Activate:</b> Deal 2 damage to this to give it +6A.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Horrific,,,Modifier,Noncreature,TRUE,,,,"<b>Deploy:</b> Give the opposing creature -2A,-2H.",,,"<b>Deploy:</b> Give the opposing creature -3A,-3H.",,,"<b>Deploy:</b> Give the opposing creature -5A,-5H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Howling,,,Modifier,Noncreature,TRUE,,,,"At the start of the turn, deal 2 damage to the enemy player. You gain 2H.",,,"At the start of the turn, deal 3 damage to the enemy player. You gain 3H.",,,"At the start of the turn, deal 5 damage to the enemy player. You gain 5H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Mechanizing,,,Modifier,Noncreature,TRUE,,,,Your other creatures are also Robots.,,,Your other creatures are also Robots.,,,Your other creatures are also Robots.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
Noxious,,,Modifier,Noncreature,TRUE,,,,<b>Deploy:</b> Deal 4 damage to all <b>Exhausted</b> enemy creatures.,,,<b>Deploy:</b> Deal 8 damage to all <b>Exhausted</b> enemy creatures.,,,<b>Deploy:</b> Destroy all <b>Exhausted</b> enemy creatures.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,
Petrifying,,,Modifier,Noncreature,TRUE,,,,"When this deals damage to a creature, <b>Exhaust</b> it. It does not <b>Ready</b> at the start of the next turn.",,,"When this deals damage to a creature, <b>Exhaust</b> it. It does not <b>Ready</b> at the start of the next turn.",,,"When this deals damage to a creature, <b>Exhaust</b> it. It does not <b>Ready</b> at the start of the next turn.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
