deckname1;deckname2;forgeborn;L2;L3;L4;factions;numlbl;#>~1stats;#>~2stats;#>~3stats;Creatures;Spells;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;EXALT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;SELFDAMAGE;DESTRUCTION;DEPLOY;READY;FORGEBORN;BATTLE;SLAY;FACE DMG
The Legion of Dance and Journey;The Sentrys of Failure Faith;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;35;2/3;2/3;5/6;13;7;0;0;0;0;6;0;9;0;3;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;6;1;-1;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Former Hoping Valkyrie Trustees;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;31;3/5;3/3;5/7;13;7;0;0;0;0;0;0;4;0;1;0;0;0;0;14;4;0;0;0;0;2;0;0;0;0;0;0;2;-1;0;0;0;0;3;0;0;0
The Sentrys of Failure Faith;The Legion of Dance and Journey;Steel Rosetta;2Enhance;3Tinker;4Nova's Touch;Alloyin|Uterra;38;2/3;2/3;5/6;13;7;0;0;0;0;6;0;9;0;2;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;8;2;-1;0;0;0;4;0;0;0
The Former Hoping Valkyrie Trustees;The Legion of Dance and Journey;Korok;2Flame Strike;3Whirlwind;4Demolish;Tempys|Uterra;30;3/5;3/3;5/7;13;7;0;0;0;0;0;0;4;0;0;0;0;0;0;14;4;0;0;0;0;2;0;0;0;0;0;0;2;-1;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Fire Breathers of the Heartseeker;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;37;3/4;1/4;6/5;13;7;0;0;2;0;0;0;3;0;-1;0;0;0;0;7;4;0;0;0;0;2;0;0;2;7;0;0;2;0;4;0;0;0;3;0;0;0
The Fire Breathers of the Heartseeker;The Legion of Dance and Journey;Sunder;2Summon the Swarm;3Gathering Storm;4Stim Bolt;Tempys|Uterra;57;3/4;1/4;6/5;13;7;0;0;2;0;0;0;3;0;0;0;0;0;0;21;4;0;0;0;0;2;0;0;2;14;0;0;2;0;4;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Hurting Demons Larvae;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;60;2/3;4/3;6/7;13;7;0;0;0;0;0;4;3;0;1;0;0;0;0;14;12;0;0;0;0;8;3;0;0;7;0;0;2;0;-1;2;0;0;3;0;0;0
The Hurting Demons Larvae;The Legion of Dance and Journey;Nix Nekyia;2Army of the Damned;3Soulrip;4Raising Dead;Nekrium|Uterra;63;2/3;4/3;6/7;13;7;0;0;0;0;0;3;3;0;1;0;0;0;0;14;12;0;0;0;0;8;6;0;0;7;0;0;2;0;-1;3;0;0;3;0;0;0
The Fortelling Aggravating Ticklers;The Legion of Dance and Journey;Korok;2Lightning Speed;3Whirlwind;4Demolish;Tempys|Uterra;35;3/3;4/2;6/3;12;8;0;3;0;0;0;0;2;0;0;0;0;0;0;15;4;0;0;0;0;4;0;0;0;0;1;0;2;-1;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Fortelling Aggravating Ticklers;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;37;3/3;4/2;6/3;12;8;0;3;0;0;0;0;2;0;1;0;0;0;0;15;4;0;0;0;0;4;0;0;0;0;2;0;2;-1;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Liches of Rebirth and Duskmaw;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;46;1/3;1/2;5/4;13;7;0;0;0;0;0;0;4;0;2;0;0;0;0;7;9;0;0;0;0;6;0;1;0;0;0;0;2;0;-3;3;5;3;3;0;0;0
The Legion of Dance and Journey;The Aunts of Bleeding Brightsteel;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;33;1/4;1/3;4/5;13;7;0;0;0;0;4;0;5;0;3;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;4;6;-1;1;0;0;3;0;0;0
The Aunts of Bleeding Brightsteel;The Legion of Dance and Journey;Steel Rosetta;2Repurpose;3Enhance;4Nova's Touch;Alloyin|Uterra;43;1/4;1/3;4/5;13;7;0;0;0;0;4;0;5;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;6;9;-1;1;5;2;4;0;0;0
The Legion of Dance and Journey;The Opening Sisters Liches;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;56;2/3;2/1;5/4;13;7;0;0;0;0;2;5;2;4;2;0;0;0;0;14;4;0;0;0;0;2;4;4;0;0;0;0;4;0;-2;4;0;0;3;1;0;0
The Liches of Rebirth and Duskmaw;The Legion of Dance and Journey;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Uterra;46;1/3;1/2;5/4;13;7;0;0;0;0;0;0;4;0;2;0;0;0;0;7;9;0;0;0;0;6;0;1;0;0;0;0;2;0;-3;3;5;3;3;0;0;0
The Opening Sisters Liches;The Legion of Dance and Journey;Cercee;2Deathtouch;3Life Drain;4Soul Syphon;Nekrium|Uterra;57;2/3;2/1;5/4;13;7;0;0;0;0;2;4;2;4;0;0;0;0;0;14;6;0;0;0;0;3;3;4;0;0;0;0;4;0;-2;6;0;0;3;1;0;0
The Legion of Dance and Journey;The Mothers of the Plutonium Echo;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;37;1/2;2/1;5/3;14;6;0;0;0;5;0;0;11;0;1;0;0;0;0;0;4;0;6;0;0;2;0;0;0;0;0;0;4;1;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;Vindicators of Sobbing and Baking;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;29;1/4;2/2;5/5;12;8;0;3;2;0;0;0;2;0;-1;0;0;0;0;0;9;0;0;0;0;3;0;0;2;0;0;0;2;0;2;0;0;0;3;0;0;0
The Mothers of the Plutonium Echo;The Legion of Dance and Journey;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Uterra;36;1/2;2/1;5/3;14;6;0;0;0;5;0;0;11;0;0;0;0;0;0;0;4;0;6;0;0;2;0;0;0;0;0;0;4;1;0;0;0;0;3;0;0;0
Vindicators of Sobbing and Baking;The Legion of Dance and Journey;Sunder;2Summon the Swarm;3Gathering Storm;4Stim Bolt;Tempys|Uterra;52;1/4;2/2;5/5;12;8;0;3;2;0;0;0;2;0;0;0;0;0;0;16;9;0;0;0;0;3;0;0;2;8;0;0;2;0;2;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Serious Silver Soldiers;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;31;3/5;3/5;6/5;12;8;0;0;0;0;0;0;8;0;-1;0;0;0;0;0;4;0;4;0;0;2;0;2;0;0;0;0;6;-1;0;0;0;0;3;0;0;0
Sparky's Attentive Combatants;The Legion of Dance and Journey;Steel Rosetta;2Tinker;3Repurpose;4Nova's Touch;Alloyin|Uterra;40;4/5;2/5;5/7;13;7;0;0;0;0;2;0;7;0;0;0;0;0;0;0;4;2;0;0;0;2;0;0;0;0;0;0;8;2;0;0;7;2;4;0;0;0
The Legion of Dance and Journey;Sparky's Attentive Combatants;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;29;4/5;2/5;5/7;13;7;0;0;0;0;2;0;7;0;1;0;0;0;0;0;4;2;0;0;0;2;0;0;0;0;0;0;8;0;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Raiders of Hound and Mask;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;43;1/3;1/2;3/3;12;8;0;0;0;0;0;3;2;9;2;0;0;0;0;8;6;0;0;0;0;3;0;1;0;0;0;0;2;0;-1;3;0;0;3;0;0;0
The Serious Silver Soldiers;The Legion of Dance and Journey;Ironbeard;2Intimidate;3Shields Up;4Knockback;Alloyin|Uterra;31;3/5;3/5;6/5;12;8;0;0;0;0;0;0;8;0;0;0;0;0;0;0;4;0;5;0;0;2;0;2;0;0;0;0;6;-1;0;0;0;0;3;0;0;0
The Raiders of Hound and Mask;The Legion of Dance and Journey;Cercee;2Soul Syphon;3Army Commander;4Deathtouch;Nekrium|Uterra;44;1/3;1/2;3/3;12;8;0;0;0;0;0;2;2;9;0;0;0;0;0;8;6;0;0;0;0;3;0;2;0;0;0;0;4;0;-1;4;0;0;3;0;0;0
The Sorcerers of the Oratek Eruptor;The Legion of Dance and Journey;Sunder;2Stim Bolt;3Summon the Swarm;4Gathering Storm;Tempys|Uterra;82;1/3;1/2;5/4;11;9;0;0;2;0;0;0;6;0;0;0;0;0;0;44;4;0;0;0;0;2;0;0;1;18;0;0;2;0;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Sixth Barb Band;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;54;2/3;1/1;4/2;12;8;3;0;0;0;0;0;3;10;2;0;0;0;0;0;8;0;0;0;0;4;0;6;0;0;0;0;6;0;3;3;0;0;3;0;0;3
The Sixth Barb Band;The Legion of Dance and Journey;Cercee;2Soul Syphon;3Life Drain;4Deathtouch;Nekrium|Uterra;57;2/3;1/1;4/2;12;8;3;0;0;0;0;0;3;10;0;0;0;0;0;0;10;0;0;0;0;5;0;6;0;0;0;0;6;0;3;6;0;0;3;0;0;2
The Legion of Dance and Journey;The Sorcerers of the Oratek Eruptor;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;56;1/3;1/2;5/4;11;9;0;0;2;0;0;0;6;0;1;0;0;0;0;26;4;0;0;0;0;2;0;0;1;9;0;0;2;0;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Masters of Swearing;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;37;2/3;2/2;5/4;13;7;0;3;2;0;0;0;2;0;2;0;0;0;0;14;4;0;0;0;0;2;0;0;0;0;0;0;2;-1;2;0;0;0;3;0;0;0
The Masters of Swearing;The Legion of Dance and Journey;Korok;2Whirlwind;3Flame Strike;4Demolish;Tempys|Uterra;35;2/3;2/2;5/4;13;7;0;3;2;0;0;0;2;0;0;0;0;0;0;14;4;0;0;0;0;2;0;0;0;0;0;0;2;-1;2;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Overseers of Sparky;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;27;3/6;2/4;6/7;13;7;0;0;0;0;0;0;8;0;2;0;0;0;0;0;4;0;0;0;0;2;0;2;0;0;0;0;4;0;-1;1;0;0;3;0;0;0
The Legion of Dance and Journey;The Quantums of Metal and Faith;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;43;3/2;2/1;5/3;13;7;0;0;0;0;3;0;3;0;2;0;0;0;0;14;4;0;2;0;0;2;0;1;0;0;3;0;3;2;-1;0;0;0;3;0;0;0
Doctors of Tatoo and Comparing;The Legion of Dance and Journey;Korok;2Whirlwind;3Demolish;4Lightning Speed;Tempys|Uterra;45;2/5;2/4;4/5;13;7;0;0;6;0;0;0;3;0;0;0;0;0;0;21;4;2;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;3;0;0;0
The Legion of Dance and Journey;Doctors of Tatoo and Comparing;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;45;2/5;2/4;4/5;13;7;0;0;6;0;0;0;3;0;1;0;0;0;0;21;4;1;0;0;0;2;0;0;0;0;0;0;2;0;2;0;0;0;3;0;0;0
The Overseers of Sparky;The Legion of Dance and Journey;Steel Rosetta;2Tinker;3Enhance;4Repurpose;Alloyin|Uterra;39;3/6;2/4;6/7;13;7;0;0;0;0;0;0;8;0;0;0;0;0;0;0;4;0;0;0;0;2;0;3;0;0;0;0;6;4;-1;1;5;2;3;0;0;0
The Quantums of Metal and Faith;The Legion of Dance and Journey;Steel Rosetta;2Enhance;3Repurpose;4Tinker;Alloyin|Uterra;56;3/2;2/1;5/3;13;7;0;0;0;0;3;0;3;0;0;0;0;0;0;14;4;0;2;0;0;2;0;2;0;0;3;0;6;6;-1;0;4;3;3;0;0;0
The Legion of Dance and Journey;The Savants of the Ending Predator;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;48;4/5;1/2;3/3;13;7;0;0;0;0;1;0;4;3;5;0;0;0;0;7;8;0;0;0;0;4;0;2;0;0;0;0;4;0;-2;0;4;2;3;0;0;0
The Host of the Confident Miracles;The Legion of Dance and Journey;Sunder;2Gathering Storm;3Stim Bolt;4Ice Armor;Tempys|Uterra;49;3/3;4/3;8/5;13;7;0;0;1;0;0;0;8;0;0;0;0;0;0;21;4;0;0;0;0;2;0;0;0;7;0;1;2;0;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The King Varna Generals;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;28;4/3;2/1;4/3;13;7;0;0;0;0;0;3;3;0;1;0;0;0;0;0;6;0;0;0;0;3;0;0;0;0;0;0;2;0;-3;6;0;0;3;0;0;0
The Legion of Dance and Journey;The Host of the Confident Miracles;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;29;3/3;4/3;8/5;13;7;0;0;1;0;0;0;8;0;1;0;0;0;0;7;4;0;0;0;0;2;0;0;0;0;0;1;2;0;0;0;0;0;3;0;0;0
The Savants of the Ending Predator;The Legion of Dance and Journey;Nix Nekyia;2Raising Dead;3Army of the Damned;4Soulrip;Nekrium|Uterra;57;4/5;1/2;3/3;13;7;0;0;0;0;1;0;4;5;6;0;0;0;0;7;8;0;0;0;0;4;4;2;0;0;0;0;4;0;-2;2;4;2;3;0;0;0
The King Varna Generals;The Legion of Dance and Journey;Cercee;2Soul Syphon;3Deathtouch;4Army Commander;Nekrium|Uterra;32;4/3;2/1;4/3;13;7;0;0;0;0;0;2;3;0;0;0;0;0;0;0;6;0;0;0;-1;3;0;0;0;0;0;0;4;0;-3;9;0;0;3;0;0;0
The Legion of Dance and Journey;The Raiders of Leading Capitals;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;41;2/2;3/1;6/3;11;9;0;0;0;6;0;0;4;0;3;0;0;0;0;0;4;0;3;1;0;2;0;6;0;0;0;0;9;0;0;0;0;0;3;0;0;0
The Pondering Iron Advisers;The Legion of Dance and Journey;Ironbeard;2Reinforce;3Intimidate;4Knockback;Alloyin|Uterra;33;2/2;3/1;5/4;13;7;0;0;0;6;0;0;8;0;0;0;0;0;0;0;4;0;0;0;0;2;0;2;0;0;0;0;4;2;-1;1;0;0;3;0;0;0
The Legion of Dance and Journey;The Pondering Iron Advisers;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;35;2/2;3/1;5/4;13;7;0;0;0;6;0;0;8;0;2;0;0;0;0;0;4;0;0;0;0;2;0;2;0;0;0;0;4;2;-1;1;0;0;3;0;0;0
The Raiders of Leading Capitals;The Legion of Dance and Journey;Ironbeard;2Shields Up;3Intimidate;4Reinforce;Alloyin|Uterra;39;2/2;3/1;6/3;11;9;0;0;0;6;0;0;4;0;0;0;0;0;0;0;4;0;4;1;0;2;0;6;0;0;0;0;9;0;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Monks of the Great Quitting Fire;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;20;3/6;3/3;6/5;15;5;0;0;3;0;0;0;3;0;1;0;0;0;0;0;4;0;0;0;0;2;0;0;1;0;0;0;2;0;1;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Protectors of the Saving Herbs;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;33;1/2;2/2;5/4;13;7;0;0;0;5;2;0;3;0;3;0;0;0;0;0;4;0;4;0;0;2;0;0;0;0;0;0;6;1;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Crossing Soul Hags;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;38;1/2;2/2;4/2;13;7;0;0;0;0;0;5;3;2;1;0;0;0;0;0;4;0;0;0;0;2;0;6;0;0;0;0;6;0;3;3;0;0;3;0;0;0
The Legion of Dance and Journey;The Professing Watchdogs;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Alloyin;30;2/3;3/4;8/7;14;6;0;0;0;6;0;0;2;0;1;0;0;0;0;0;4;0;0;0;0;2;0;4;0;0;0;0;8;0;0;0;0;0;3;0;0;0
The Crossing Soul Hags;The Legion of Dance and Journey;Cercee;2Deathtouch;3Army Commander;4Life Drain;Nekrium|Uterra;43;1/2;2/2;4/2;13;7;0;0;0;0;0;4;3;2;0;0;0;0;0;0;6;0;0;0;0;3;0;8;0;0;0;0;8;0;3;3;0;0;3;0;0;0
The Monks of the Great Quitting Fire;The Legion of Dance and Journey;Sunder;2Gathering Storm;3Summon the Swarm;4Ice Armor;Tempys|Uterra;25;3/6;3/3;6/5;15;5;0;0;3;0;0;0;3;0;1;0;0;0;0;5;4;0;0;0;0;2;0;0;1;0;0;0;2;0;1;0;0;0;3;0;0;0
The Professing Watchdogs;The Legion of Dance and Journey;Ironbeard;2Knockback;3Reinforce;4Shields Up;Alloyin|Uterra;29;2/3;3/4;8/7;14;6;0;0;0;6;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;2;0;4;0;0;0;0;8;0;0;0;0;0;3;0;0;0
The Protectors of the Saving Herbs;The Legion of Dance and Journey;Ironbeard;2Knockback;3Shields Up;4Intimidate;Alloyin|Uterra;32;1/2;2/2;5/4;13;7;0;0;0;5;2;0;3;0;1;0;0;0;0;0;4;0;5;0;0;2;0;0;0;0;0;0;6;1;0;0;0;0;3;0;0;0
The Legion of Dance and Journey;The Group of Brass Conspiracies;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;40;1/2;2/2;4/4;12;8;0;0;0;0;0;3;3;4;3;0;0;0;0;0;9;0;0;0;0;6;0;0;0;0;0;0;2;0;-3;6;0;0;3;0;0;0
The Legion of Dance and Journey;The Squadron of the Fire;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;39;2/7;2/7;6/8;14;6;0;0;1;0;0;0;3;0;-1;0;0;0;0;0;4;0;0;3;0;2;0;0;8;0;0;0;2;0;12;0;0;0;3;0;0;0
The Senseis who became Champs;The Legion of Dance and Journey;Korok;2Demolish;3Lightning Speed;4Whirlwind;Tempys|Uterra;40;4/5;4/4;6/4;13;7;0;0;2;0;0;0;2;0;0;0;0;0;0;21;4;0;0;0;0;2;0;0;0;0;0;2;2;0;2;0;0;0;3;0;0;0
The Squadron of the Fire;The Legion of Dance and Journey;Sunder;2Gathering Storm;3Stim Bolt;4Summon the Swarm;Tempys|Uterra;56;2/7;2/7;6/8;14;6;0;0;1;0;0;0;3;0;0;0;0;0;0;12;4;0;0;3;0;2;0;0;8;6;0;0;2;0;12;0;0;0;3;0;0;0
The Group of Brass Conspiracies;The Legion of Dance and Journey;Nix Nekyia;2Raising Dead;3Army of the Damned;4Soulrip;Nekrium|Uterra;49;1/2;2/2;4/4;12;8;0;0;0;0;0;2;3;6;3;0;0;0;0;0;9;0;0;0;0;6;5;0;0;0;0;0;2;0;-3;9;0;0;3;0;0;0
The Improvization Masons;Sutherlord's Oracles;Ironbeard;2Knockback;3Reinforce;4Intimidate;Alloyin|Tempys;32;2/5;2/4;4/5;15;5;0;0;10;3;2;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;-1;0;0;0;0;0;0;0
The Legion of Dance and Journey;The Senseis who became Champs;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Tempys;41;4/5;4/4;6/4;13;7;0;0;2;0;0;0;2;0;1;0;0;0;0;21;4;0;0;0;0;2;0;0;0;0;0;2;2;0;2;0;0;0;3;0;0;0
Sutherlord's Oracles;The Improvization Masons;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;32;2/5;2/4;4/5;15;5;0;0;10;3;2;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;-1;0;0;0;0;1;-1;0;0;0;0;0;0;0
The Imps of Descending Chiron;The Legion of Dance and Journey;Cercee;2Life Drain;3Soul Syphon;4Deathtouch;Nekrium|Uterra;48;3/4;2/3;5/7;15;5;0;0;0;0;0;0;2;2;-2;0;0;0;0;0;14;0;0;0;0;7;0;2;0;0;0;0;4;0;-4;8;0;0;3;0;0;4
Sutherlord's Oracles;Solitude's Sleeping Book Burners;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;25;3/4;3/3;5/5;15;5;0;0;0;0;0;0;2;0;2;0;0;0;0;14;4;0;0;0;1;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0
Solitude's Sleeping Book Burners;Sutherlord's Oracles;Nova;2Nova's Dominion;3Nova's Might;4Nova's Wrath;Uterra|Tempys;30;3/4;3/3;5/5;15;5;0;0;0;0;0;0;2;0;7;0;0;0;0;14;4;0;0;0;1;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0
The Legion of Dance and Journey;The Imps of Descending Chiron;Nova;2Nova's Dominion;3Nova's Wrath;4Nova's Touch;Uterra|Nekrium;43;3/4;2/3;5/7;15;5;0;0;0;0;0;0;2;2;2;0;0;0;0;0;12;0;0;0;0;6;0;2;0;0;0;0;4;0;-4;4;0;0;3;0;0;5
The Shading Cacklebones Herd;Sutherlord's Oracles;Nix Nekyia;2Raising Dead;3Dark Summoning;4Army of the Damned;Nekrium|Tempys;20;4/3;4/4;6/5;15;5;0;0;0;0;0;0;0;0;2;0;0;0;0;14;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-2;2;0;0;0;0;0;0
Sutherlord's Oracles;The Shading Cacklebones Herd;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;18;4/3;4/4;6/5;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-2;2;0;0;0;0;0;0
Sutherlord's Oracles;The Scarred Sneaky Uncles;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;36;2/4;2/3;4/4;14;6;0;0;0;0;0;2;0;3;0;0;0;0;0;17;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-2;4;6;1;0;1;0;0
Sutherlord's Oracles;The Relentless Foolishness Squad;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;23;3/3;5/3;8/4;15;5;0;0;0;0;0;0;0;0;6;0;0;0;0;14;0;0;0;0;0;0;0;0;-1;0;0;0;1;1;0;0;0;0;0;0;0;0
The Fixing Fort Peacekeepers;Sutherlord's Oracles;Ironbeard;2Knockback;3Intimidate;4Reinforce;Alloyin|Tempys;39;3/3;3/3;4/4;14;6;0;0;0;6;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;8;-1;0;0;0;4;3;0;0;0;0;0;0;0;0
The Scarred Sneaky Uncles;Sutherlord's Oracles;Nix Nekyia;2Soulrip;3Dark Summoning;4Raising Dead;Nekrium|Tempys;48;2/4;2/3;4/4;14;6;0;0;0;0;0;2;0;4;4;0;0;0;0;17;0;0;0;0;0;0;5;0;-1;0;0;0;0;0;-2;6;6;1;0;1;0;0
Sutherlord's Oracles;The Fixing Fort Peacekeepers;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;39;3/3;3/3;4/4;14;6;0;0;0;6;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;8;-1;0;0;0;4;3;0;0;0;0;0;0;0;0
Sutherlord's Oracles;Wrongdoing's Suspending Workers;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;34;3/3;3/3;4/3;15;5;1;0;0;0;0;2;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-3;6;5;1;0;0;0;3
The Relentless Foolishness Squad;Sutherlord's Oracles;Oros;2Darkforge Drain;3Shapeshift;4Barkskin;Uterra|Tempys;28;3/3;5/3;8/4;15;5;0;0;0;0;0;0;0;0;6;0;0;0;0;19;0;0;0;0;0;0;0;0;-1;0;0;0;1;1;0;0;0;0;0;0;0;0
Wrongdoing's Suspending Workers;Sutherlord's Oracles;Cercee;2Army Commander;3Soul Syphon;4Deathtouch;Nekrium|Tempys;36;3/3;3/3;4/3;15;5;1;0;0;0;0;2;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;-3;9;5;1;0;0;0;2
Sutherlord's Oracles;Day's Locksmiths;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;31;3/4;3/3;3/4;13;7;0;0;0;0;0;0;2;0;0;0;0;0;0;20;0;0;0;-1;0;0;0;3;-1;0;0;0;3;0;-1;0;0;0;0;0;0;0
Sutherlord's Oracles;The Causing Titanic Venom Wildlings;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;24;3/6;4/5;6/7;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;17;4;0;0;0;0;0;0;0;-1;0;0;0;1;-2;0;0;0;0;0;0;0;0
Day's Locksmiths;Sutherlord's Oracles;Steel Rosetta;2Flame Strike;3Enhance;4Repurpose;Alloyin|Tempys;43;3/4;3/3;3/4;13;7;0;0;0;0;0;0;2;0;0;0;0;0;0;20;0;0;0;-1;0;0;0;4;-1;0;0;0;4;4;-1;0;5;-1;0;0;0;0
The Causing Titanic Venom Wildlings;Sutherlord's Oracles;Nova;2Nova's Might;3Nova's Dominion;4Nova's Touch;Uterra|Tempys;28;3/6;4/5;6/7;14;6;0;0;0;0;0;0;0;0;4;0;0;0;0;17;4;0;0;0;0;0;0;0;-1;0;0;0;1;-2;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The Mutant Constructing Gang;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Alloyin;33;1/4;2/5;3/5;14;6;0;0;4;2;0;0;0;0;3;0;0;0;0;17;0;4;0;0;0;0;0;1;-1;0;0;0;1;0;0;0;0;0;0;0;0;0
Sutherlord's Oracles;The Scavenger Rabid Daggers;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Uterra;29;2/4;2/4;5/6;14;6;0;0;0;0;0;0;0;0;2;0;0;0;0;17;6;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;3;0;0;0
The Scavenger Rabid Daggers;Sutherlord's Oracles;Oros;2Darkforge Drain;3Shapeshift;4Growth Aura;Uterra|Tempys;37;2/4;2/4;5/6;14;6;0;0;0;0;0;0;0;0;2;0;0;0;0;23;8;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;3;0;0;0
Sutherlord's Oracles;The Wiry Antique Governors;Korok;2Flame Strike;3Demolish;4Lightning Speed;Tempys|Nekrium;31;3/3;1/4;5/4;15;5;0;0;0;0;0;0;0;7;0;0;0;0;0;14;0;0;0;0;0;0;0;2;-1;0;0;0;0;0;-2;6;0;0;0;0;0;0
