id;Name;faction;rarity;cardType;cardSubType;spliced;solbind;1attack;1health;1text;2attack;2health;2text;3attack;3health;3text;Beast;Beast Synergy;Darkforge;Darkforge Synergy;Dinosaur;Dinosaur Synergy;Dragon;Dragon Synergy;Elemental;Elemental Synergy;Mage;Mage Synergy;Metamind;Metamind Synergy;Plant;Plant Synergy;Robot;Robot Synergy;BanishRobot;Scientist;Scientist Synergy;Spirit;Spirit Synergy;BanishSpirit;BanishSpirit Synergy;Warrior;Warrior Synergy;Yeti;Yeti Synergy;Zombie;Zombie Synergy;Minion;Minion Synergy;Spell Synergy;Spell;Replace Setup;Replace Profit;Healing Source;Healing Synergy;High Life Synergy;Movement;Disruption;Movement Benefit;Armor;Armor Giver;Armor Synergy;Player Armor;Activate;Ready;Free;Reanimate;Upgrade;Upgrade Synergy;Face Burn;FB Creature;FB Creature Synergy;FB Giver;FB Giver Synergy;FB Synergy;Removal;Breakthrough;Breakthrough Giver;Aggressive;Aggressive Giver;Defender;Defender Synergy;Defender Giver;Stealth;Stealth Giver;Stat Buff;Attack Buff;Health Buff;Increased A;Increased A Synergy;Stat Debuff;Attack Debuff;Attack Debuff Synergy;Health Debuff;Good Destroyed;Destruction Synergy;Destruction Others;Destruction Self;Self Damage Payoff;Self Damage Activator;Silence;Exalts;Exalt Synergy;Exalt Counter;Slay;Slay Synergy;Deploy;Deploy Synergy;Adjacency;Hand Disruption;Augment;Augment Synergy;Self Burn;Self Burn Synergy;Low Life Synergy;Spicy;Cool;Fun;Annoying
circuitist;Circuitist;Alloyin;XXXC;Creature;Scientist;TRUE;;0;6;;8;8;;11;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
flameblade;Flameblade;Tempys;XXXC;Creature;Elemental Warrior;TRUE;;2;1;<b>Deploy:</b> This <b>Blasts</b> 3.;3;2;<b>Deploy:</b> This <b>Blasts</b> 3.;5;4;<b>Deploy:</b> This <b>Blasts</b> 3.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
fleshfiend;Fleshfiend;Nekrium;XXXC;Creature;Abomination;TRUE;;4;4;;6;6;;8;8;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fleshrender-wight;Fleshrender Wight;Nekrium;XXXC;Creature;Zombie;FALSE;;3;5;"<b>Aggressive</b>

When this is destroyed, another one of your creatures gets +3A,+5H. Then, attach this to it.

Augment — <b>Aggressive</b>.";4;8;"<b>Aggressive</b>

When this is destroyed, another one of your creatures gets +4A,+8H. Then, attach this to it.

Augment — <b>Aggressive</b>.";6;10;"<b>Aggressive</b>

When this is destroyed, another one of your creatures gets +6A,+10H. Then, attach this to it.

Augment — <b>Aggressive</b>.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
fortirex;Fortirex;Uterra;XXXC;Creature;Dinosaur;TRUE;;1;7;;2;10;;3;13;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frostak;Frostak;Tempys;XXXC;Creature;Yeti Mage;FALSE;;2;7;"<b>Defender</b>

<b>Activate:</b> One of your creatures loses <b>Defender</b> and gets <b>Aggressive</b> this turn. ";5;9;"<b>Defender</b>

<b>Activate:</b> Two of your creatures lose <b>Defender</b> and get <b>Aggressive</b> this turn. ";9;21;"<b>Defender</b>

<b>Activate:</b> Each of your creatures loses <b>Defender</b> and gets <b>Aggressive</b> this turn. ";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
frostfall;Frostfall;Tempys;XXXC;Creature;Elemental;TRUE;;3;2;;4;6;;14;15;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fuse-ooze;Fuse Ooze;Nekrium;XXXC;Creature;Ooze Warrior;FALSE;;4;7;<b>Slay:</b> This gets +A equal to the printed A of the creature it destroyed. ;6;10;<b>Slay:</b> This gets +A equal to the printed A of the creature it destroyed. ;8;11;<b>Slay:</b> This gets +A equal to the printed A of the creature it destroyed. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gadgeteer;Gadgeteer;Alloyin;XXXC;Creature;Metamind Scientist;TRUE;;3;2;2D;5;3;3D;6;4;4D;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
groma-brighttusk;Groma Brighttusk;Uterra;XXXC;Creature;Mage;FALSE;;5;5;<b>Deploy:</b> If this replaced a creature, play up to one Wisp <b>Minion</b>. ;5;5;<b>Deploy:</b> If this replaced a creature, play up to one Oakfather <b>Minion</b>. ;5;5;<b>Deploy:</b> If this replaced a creature, play up to two Oakfather <b>Minions</b>. ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.7;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
s4guard;S4 Guard;Alloyin;XXXC;Creature;Robot;TRUE;;2;6;;3;9;;3;13;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hammerbearer;Hammerbearer;Tempys;XXXC;Creature;Warrior;TRUE;;4;1;<b>Aggressive</b>, <b>Breakthrough</b>;5;3;<b>Aggressive</b>, <b>Breakthrough</b>;6;4;<b>Aggressive</b>, <b>Breakthrough</b>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
leapbot;Leapbot;Alloyin;XXXC;Creature;Robot;TRUE;;2;2;<b>Mobility</b> 4;4;4;<b>Mobility</b> 4;6;6;<b>Mobility</b> 4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lysian-hydra;Lysian Hydra;Uterra;XXXC;Creature;Beast;FALSE;;6;3;"<b>Breakthrough</b>

<b>Deploy:</b> If there are two creatures adjacent to this, this gets +2A,+2H. ";7;4;"<b>Breakthrough</b>

<b>Deploy:</b> If there are two creatures adjacent to this, this gets +6A,+6H. ";9;5;"<b>Breakthrough</b>

<b>Deploy:</b> If there are two creatures adjacent to this, this gets +10A,+10H. ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
mimicwurm;Mimicwurm;Uterra;XXXC;Creature;Beast;FALSE;;6;6;;6;6;<b>Deploy:</b> Reanimate up to one [l1] Mimicwurm. ;6;6;<b>Deploy:</b> Reanimate up to one [l2] Mimicwurm. ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0
necrowurm;Necrowurm;Nekrium;XXXC;Creature;Beast;TRUE;;5;2;<b>Breakthrough</b>;8;3;<b>Breakthrough</b>;9;4;<b>Breakthrough</b>;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nina-pack-mother;Nina, Pack Mother;Uterra;XXXC;Creature;Beast;FALSE;;3;3;When one of your creatures comes into play adjacent to this, this gets +2A,+2H. ;5;5;When one of your creatures comes into play adjacent to this, this gets +3A,+3H. ;8;8;When one of your creatures comes into play adjacent to this, this gets +5A,+5H. ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
ogre;Ogre;Nekrium;XXXC;Creature;Beast;TRUE;;4;6;;4;6;;6;8;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pyrax-the-flamebound;Pyrax the Flamebound;Tempys;XXXC;Creature;Mage;FALSE;;3;6;When an enemy player gains H, deal that much damage to them. ;5;8;When an enemy player gains H, deal double that much damage to them. ;14;17;When an enemy player gains H, deal triple that much damage to them. ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
queens-assassin;Queen's Assassin;Nekrium;XXXC;Creature;Warrior;FALSE;;6;6;<b>Slay:</b> Deal 2 damage to the enemy player. This gets +2H. ;7;7;<b>Slay:</b> Deal 4 damage to the enemy player. This gets +4H. ;8;8;<b>Slay:</b> Deal 5 damage to the enemy player. This gets +5H. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
scorchar-flamewrath-titan;Scorchar, Flamewrath Titan;Tempys;XXXC;Creature;Elemental;FALSE;;4;5;"<b>Deploy:</b> Deal 1 damage to all enemy creatures.

Ignore D while this is dealing damage.";6;7;"<b>Deploy:</b> Deal 2 damage to all enemy creatures.

Ignore D while this is dealing damage.";8;8;"<b>Deploy:</b> Deal 3 damage to all enemy creatures.

Ignore D while your creatures and spells are dealing damage. ";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
skyforge;Skyforge;Alloyin;XXXC;Creature;Robot;FALSE;;4;4;"<b>Mobility</b> 1

When this is replaced, give the creature replacing this +4A,+4H. Then, attach this to it.

Augment — <b>Mobility</b> 1.";6;6;"<b>Mobility</b> 2

When this is replaced, give the creature replacing this +6A,+6H. Then, attach this to it.

Augment — <b>Mobility</b> 2.";9;9;"<b>Mobility</b> 4

When this is replaced, give the creature replacing this +9A,+9H. Then, attach this to it.

Augment — <b>Mobility</b> 4.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
snofir;Snofir;Tempys;XXXC;Creature;Yeti;FALSE;;0;10;"<b>Defender</b>

At the end of the turn, this <b>Blasts</b> 3. ";0;14;"<b>Defender</b>

At the end of the turn, this <b>Blasts</b> 5. ";0;32;"<b>Defender</b>

At the end of the turn, this <b>Blasts</b> 10. ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snowman;Snowman;Tempys;XXXC;Creature;Yeti;TRUE;;0;8;;1;11;;0;14;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
soldier;Soldier;Alloyin;XXXC;Creature;Robot Warrior;TRUE;;5;3;;7;5;;10;6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
soulscourge-grimgaunt;Soulscourge Grimgaunt;Nekrium;XXXC;Creature;Spirit Warrior;FALSE;;5;5;<b>Deploy:</b> This gets +2A,+2H for each creature that was destroyed this turn. ;7;7;<b>Deploy:</b> This gets +3A,+3H for each creature that was destroyed this turn. ;10;10;<b>Deploy:</b> This gets +4A,+4H for each creature that was destroyed this turn. ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
soulthirst-harbinger;Soulthirst Harbinger;Nekrium;XXXC;Creature;Spirit;FALSE;;3;3;"<b>Stealth</b>

When this is destroyed, another one of your creatures gets +3A,+3H. Then, if it is [l1], attach this to it.

Augment — <b>Stealth</b>";6;6;"<b>Stealth</b>

When this is destroyed, another one of your creatures gets +6A,+6H. Then, if it is [l1] or [l2], attach this to it.

Augment — <b>Stealth</b>";9;9;"<b>Stealth</b>

When this is destroyed, another one of your creatures gets +9A,+9H. Then, attach this to it.

Augment — <b>Stealth</b>";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
strider;Strider;Nekrium;XXXC;Creature;Zombie Warrior;TRUE;;4;1;<b>Stealth</b>;7;3;<b>Stealth</b>;9;5;<b>Stealth</b>;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
swiftclaw;Swiftclaw;Uterra;XXXC;Creature;Dinosaur;TRUE;;4;2;<b>Aggressive</b>;7;3;<b>Aggressive</b>;8;4;<b>Aggressive</b>;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
syrith-everwatch;Syrith Everwatch;Uterra;XXXC;Creature;Warrior;FALSE;;2;6;"<b>Defender</b>

<b>Activate:</b> Attach this to one of your creatures. It gets +2A,+6H.

Augment — <b>Defender</b>";4;8;"<b>Defender</b>

<b>Activate:</b> Attach this to one of your creatures. It gets +4A,+8H.

Augment — <b>Defender</b>";6;10;" <b>Activate:</b> Attach this to one of your creatures. It gets +6A,+10H.

Augment — <b>Defender</b>";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
terrapath;Terrapath;Uterra;XXXC;Creature;Mage;TRUE;;1;1;;4;4;;21;21;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
titanium-null;Titanium Null;Alloyin;XXXC;Creature;Metamind Scientist;FALSE;;6;3;"<b>Deploy:</b> If this replaced a creature, choose one:

•  One of your creatures gets +4A.

•  An enemy creature gets -4A.";8;5;"<b>Deploy:</b> If this replaced a creature, choose one:

•  One of your creatures gets +6A.

•  An enemy creature gets -6A.";12;6;"<b>Deploy:</b> If this replaced a creature, choose one:

•  One of your creatures gets +10A.

•  An enemy creature gets -10A.";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
vector-lure;Vector Lure;Alloyin;XXXC;Creature;Metamind Scientist;FALSE;;3;4;"<b>Mobility</b> 1

When an enemy creature enters this lane, it gets -3A. ";6;7;"<b>Mobility</b> 1

When an enemy creature enters this lane, it gets -4A. ";10;12;"<b>Mobility</b> 1

When an enemy creature enters this lane, it gets -5A. ";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
veilbyte;Veilbyte;Alloyin;XXXC;Creature;Robot;FALSE;;4;3;"<b>Stealth</b>

When this is replaced, give the creature replacing this +4A,+3H. If it is [l1], attach this to it.

Augment — <b>Stealth</b>.";7;5;"<b>Stealth</b>

When this is replaced, give the creature replacing this +7A,+5H. If it is [l1] or [l2], attach this to it.

Augment — <b>Stealth</b>.";9;7;"<b>Stealth</b>

When this is replaced, give the creature replacing this +9A,+7H. Then, attach this to it.

Augment — <b>Stealth</b>.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
velocis;Velocis;Uterra;XXXC;Creature;Dinosaur;TRUE;;5;3;;10;2;;15;1;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
verdant-watch;Verdant Watch;Uterra;XXXC;Creature;Spirit Warrior;FALSE;;4;4;"<b>Breakthrough</b>

<b>Activate:</b> Attach this to one of your creatures. It gets +4A,+4H.

Augment — <b>Breakthrough</b>.";6;6;"<b>Breakthrough</b>

<b>Activate:</b> Attach this to one of your creatures. It gets +6A,+6H.

Augment — <b>Breakthrough</b>";8;8;"<b>Breakthrough</b>

<b>Activate:</b> Attach this to one of your creatures. It gets +8A,+8H.

Augment — <b>Breakthrough</b>.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
waterweaver;Waterweaver;Tempys;XXXC;Creature;Mage;TRUE;;6;2;;8;4;;9;7;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aegis-blight;Aegis Blight;Alloyin;XXXD;Creature;Darkforge Robot Warrior;FALSE;;5;4;"<b>Stealth</b>

<b>Deploy:</b> For each player that was dealt damage this turn, this gets +3A.";8;7;"<b>Stealth</b>

<b>Deploy:</b> For each player that was dealt damage this turn, this gets +4A.";10;8;"<b>Stealth</b>

<b>Deploy:</b> For each player that was dealt damage this turn, this gets +5A.";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.25;0;0
