deckname;value;avglbl;range1;range2;range3;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;FORGEBORN;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Protectors of the Saving Herbs|Impulse's Shadowflame Squad;0.0052;39.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Wiry Antique Governors;0.0176;42.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;1.0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Scavenger Rabid Daggers;0.0007;21.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Creeping Hell Protectors;0.0459;36.0000;ROBOT;ZOMBIE;;0;0;0;1.0;2.0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Mixing Figment Collectors;0.0121;31.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|Venom's Fifth Swarm;0.0104;29.0000;ROBOT;;;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;4.0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Tentacles of the Diseased Bone;0.0920;67.0000;ROBOT;MINION;;0;0;0;0;6.0;0;0;0;8.0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;2.0;1.0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Omnivore Brutish Herders;0.0036;30.0000;ROBOT;WARRIOR;;0;0;0;1.0;0;0;1.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Former Hoping Valkyrie Trustees;0.0110;26.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Simple Lords;0.0029;23.0000;ROBOT;WARRIOR;;0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Fire Breathers of the Heartseeker;0.0072;37.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|Army of Alpha and Curing;0.0039;32.0000;ROBOT;BEAST;;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;1.0;3.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Hurting Demons Larvae;0.0065;44.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Liches of Rebirth and Duskmaw;0.0178;37.0000;ROBOT;;;0;0;0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;2.0;1.0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Fortelling Aggravating Ticklers;0.0174;31.0000;ROBOT;SPELL;;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Opening Sisters Liches;0.1037;64.0000;ROBOT;ZOMBIE;;0;0;0;1.0;4.0;0;0;1.0;2.0;0;0;0;6.0;0;0;1.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|Vindicators of Sobbing and Baking;0.0010;23.0000;ROBOT;DINOSAUR;;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|Brigade of Druid and Weird;0.0019;26.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Raiders of Hound and Mask;0.0727;49.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;1.0;0;0;2.0;2.0;0;0;0;3.0;0;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Sorcerers of the Oratek Eruptor;0.0492;52.0000;ROBOT;SPELL;;0;0;1.0;0;0;0;1.0;0;1.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Farmers of the Spiky Tunnels;0.0041;25.0000;ROBOT;BEAST;;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Sixth Barb Band;0.0343;44.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Masters of Swearing;0.0234;35.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Phalanx of Everflow Treefolk;0.0076;32.0000;ROBOT;WARRIOR;;0;0;0;1.0;0;0;2.0;0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Champions of the Whisker;0.0042;36.0000;ROBOT;;;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0
The Protectors of the Saving Herbs|Doctors of Tatoo and Comparing;0.0149;44.0000;ROBOT;MAGE;;0;0;2.0;0;0;0;0;0;1.0;0;0;0;9.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Savants of the Ending Predator;0.0542;40.0000;ROBOT;ZOMBIE;MINION;0;0;0;1.0;3.0;0;0;1.0;3.0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Hermit Spiders;0.0058;36.0000;ROBOT;;;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;2.0;1.0;3.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Host of the Confident Miracles;0.0141;26.0000;ROBOT;;;0;0;1.0;0;0;0;1.0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The King Varna Generals;0.0041;26.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Company of Botany;0.0032;28.0000;ROBOT;;;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Monks of the Great Quitting Fire;0.0010;24.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Mice of the Fierce Fur;0.0048;21.0000;ROBOT;;;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;2.0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Senseis who became Champs;0.0283;41.0000;ROBOT;;;0;0;1.0;0;0;0;0;0;1.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Crossing Soul Hags;0.0275;38.0000;ROBOT;SPIRIT;ZOMBIE;0;0;0;1.0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Group of Brass Conspiracies;0.0142;40.0000;ROBOT;ZOMBIE;;0;0;0;0;0;0;0;1.0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Fleeing Feasting Brother Flock;0.0068;36.0000;ROBOT;;;0;0;0;0;0;0;1.0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Squadron of the Fire;0.0037;40.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Imps of Descending Chiron;0.0127;27.0000;ROBOT;ZOMBIE;;0;0;0;1.0;1.0;0;0;1.0;2.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|Outfit of Camping and Waving;0.0033;26.0000;ROBOT;;;0;0;0;1.0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;0;3.0;0;0;0;0;0
The Crossing Soul Hags|Day's Locksmiths;0.0161;50.0000;SPIRIT;ZOMBIE;WARRIOR;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;9.0;0;0;0;0;3.0;0;0;1.0;1.0;4.0;0;0;0;8.0;0;0;0;0;0;0
The Crossing Soul Hags|The Heralds of Silk Collection;0.0293;61.0000;SPIRIT;ZOMBIE;SPELL;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;2.0;0;6.0;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Causing Titanic Venom Wildlings;0.0094;33.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;2.0;0;0;2.0;0;0;0;0;0;0;0
The Crossing Soul Hags|Impulse's Shadowflame Squad;0.0696;45.0000;SPIRIT;ZOMBIE;MAGE;0;1.0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Mutant Constructing Gang;0.0104;42.0000;SPIRIT;ZOMBIE;ROBOT, MAGE;0;0;0;1.0;0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;7.0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Crossing Soul Hags|The Scavenger Rabid Daggers;0.0018;29.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Crossing Soul Hags|The People of Bearing;0.0489;81.0000;SPIRIT;ZOMBIE;ROBOT;0;0;0;1.0;1.0;0;0;0;1.0;0;0;0;3.0;0;0;0;0;0;0;0;15.0;0;0;1.0;0;3.0;0;0;0;0;3.0;0;0;0;6.0;0;0;0;0;0;0
The Crossing Soul Hags|The Mixing Figment Collectors;0.0100;43.0000;SPIRIT;ZOMBIE;;0;1.0;0;0;0;0;0;1.0;0;0;0;0;6.0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Venom's Fifth Swarm;0.0282;39.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;3.0;0;0;4.0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Sentrys of Failure Faith;0.0188;40.0000;SPIRIT;ZOMBIE;WARRIOR;0;0;0;0;2.0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;1.0;1.0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Crossing Soul Hags|The Omnivore Brutish Herders;0.0045;38.0000;SPIRIT;ZOMBIE;WARRIOR;0;0;0;0;0;4.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;3.0;5.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Former Hoping Valkyrie Trustees;0.0114;33.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Simple Lords;0.0031;33.0000;SPIRIT;ZOMBIE;WARRIOR;0;0;0;0;0;3.0;1.0;1.0;1.0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Fire Breathers of the Heartseeker;0.0266;48.0000;SPIRIT;ZOMBIE;MAGE;0;0;0;0;0;0;0;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;1.0;3.0;0;0;0;0;0;8.0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Army of Alpha and Curing;0.0069;45.0000;SPIRIT;ZOMBIE;BEAST;1.0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;3.0;0;0;0;2.0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Mothers of the Plutonium Echo;0.0143;46.0000;SPIRIT;ZOMBIE;ROBOT, ARMOR, WARRIOR;0;0;0;1.0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Crossing Soul Hags|The Aunts of Bleeding Brightsteel;0.0151;50.0000;SPIRIT;ZOMBIE;;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;4.0;4.0;0;0;0;6.0;0;0;0;0;0;0
The Crossing Soul Hags|The Fortelling Aggravating Ticklers;0.0182;36.0000;SPIRIT;ZOMBIE;SPELL;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;1.0;0;2.0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Vindicators of Sobbing and Baking;0.0019;37.0000;SPIRIT;ZOMBIE;DINOSAUR;0;1.0;0;0;0;1.0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Brigade of Druid and Weird;0.0054;38.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;1.0;0;0;0;0;0;0;0;2.0;0;0;0;0;1.0;0;4.0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Sparky's Attentive Combatants;0.0090;35.0000;SPIRIT;ZOMBIE;WARRIOR;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Crossing Soul Hags|The Serious Silver Soldiers;0.0045;32.0000;SPIRIT;ZOMBIE;ARMOR;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Sorcerers of the Oratek Eruptor;0.0501;59.0000;SPIRIT;ZOMBIE;SPELL;0;0;0;0;0;0;1.0;1.0;0;0;0;0;9.0;0;0;0;0;0;0;0;2.0;1.0;3.0;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Farmers of the Spiky Tunnels;0.0039;31.0000;SPIRIT;ZOMBIE;BEAST;1.0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;0
The Crossing Soul Hags|The Masters of Swearing;0.0137;42.0000;SPIRIT;ZOMBIE;MAGE;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;5.0;0;2.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Quantums of Metal and Faith;0.0174;53.0000;SPIRIT;ZOMBIE;;0;0;0;0;1.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;5.0;0;0;1.0;0;3.0;0;0;1.0;1.0;2.0;0;0;0;4.0;0;0;0;0;0;0
The Crossing Soul Hags|The Phalanx of Everflow Treefolk;0.0050;42.0000;SPIRIT;ZOMBIE;WARRIOR;0;1.0;0;0;0;4.0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Champions of the Whisker;0.0095;50.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;6.0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;3.0;6.0;0;0;0;0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Overseers of Sparky;0.0102;41.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;1.0;4.0;3.0;0;0;0;4.0;0;0;0;0;0;0
The Crossing Soul Hags|Doctors of Tatoo and Comparing;0.0295;53.0000;SPIRIT;ZOMBIE;MAGE;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;7.0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Hermit Spiders;0.0173;49.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;6.0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;3.0;0;0;2.0;2.0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Host of the Confident Miracles;0.0089;35.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;0;1.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Pondering Iron Advisers;0.0298;60.0000;SPIRIT;ZOMBIE;ROBOT;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;3.0;0;0;1.0;4.0;3.0;0;0;0;4.0;0;0;0;0;0;0
The Crossing Soul Hags|The Company of Botany;0.0052;42.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;3.0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;3.0;4.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Raiders of Leading Capitals;0.0322;55.0000;SPIRIT;ZOMBIE;ROBOT;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;12.0;0;0;0;0;3.0;0;0;0;0;3.0;0;0;0;6.0;0;0;0;0;0;0
The Crossing Soul Hags|The Monks of the Great Quitting Fire;0.0157;29.0000;SPIRIT;ZOMBIE;MAGE;0;0;0;0;0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Mice of the Fierce Fur;0.0138;35.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;0;2.0;0;0;2.0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Senseis who became Champs;0.0822;49.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;7.0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Protectors of the Saving Herbs;0.0267;40.0000;SPIRIT;ZOMBIE;ROBOT;0;0;0;1.0;1.0;0;0;1.0;1.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Crossing Soul Hags|The Professing Watchdogs;0.0195;50.0000;SPIRIT;ZOMBIE;ROBOT;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;13.0;0;0;0;0;3.0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0
The Crossing Soul Hags|The Fleeing Feasting Brother Flock;0.0102;43.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;1.0;1.0;0;0;0;0;0;3.0;3.0;0;0;0;0;0;0;2.0;0;3.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Squadron of the Fire;0.0024;60.0000;SPIRIT;ZOMBIE;MAGE;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;2.0;0;0;0;0;0;0;15.0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Outfit of Camping and Waving;0.0050;32.0000;SPIRIT;ZOMBIE;;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;2.0;0;3.0;0;0;0;0;0
The Professing Watchdogs|The Heralds of Silk Collection;0.0102;51.0000;ROBOT;SPELL;;0;0;1.0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;4.0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|Wrongdoing's Suspending Workers;0.0046;32.0000;ROBOT;BEAST;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;3.0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Causing Titanic Venom Wildlings;0.0035;24.0000;ROBOT;;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;1.0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0
The Professing Watchdogs|Impulse's Shadowflame Squad;0.0076;38.0000;ROBOT;MAGE;;0;0;1.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;1.5;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|The Wiry Antique Governors;0.0093;46.0000;ROBOT;ZOMBIE;ZOMBIE;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;1.0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|The Scavenger Rabid Daggers;0.0014;23.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0
The Professing Watchdogs|The Creeping Hell Protectors;0.0259;42.0000;ROBOT;ZOMBIE;;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;2.0;0;0;0;0;1.0;0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Mixing Figment Collectors;0.0045;30.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0
The Professing Watchdogs|Venom's Fifth Swarm;0.0068;26.0000;ROBOT;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;0;0;2.0;0;0;0;0;0;0;0
The Professing Watchdogs|The Tentacles of the Diseased Bone;0.0601;62.0000;ROBOT;MINION;;0;0;0;0;4.0;0;0;0;2.0;0;0;0;2.0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;1.0;3.0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Omnivore Brutish Herders;0.0019;27.0000;ROBOT;WARRIOR;;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0
